,word1,word2,similarity
0,старый,новый,0.0
1,тяжелый,трудный,0.8619999999999999
2,счастливый,радостный,0.8460000000000001
3,тяжелый,легкий,0.0
4,счастливый,довольный,0.8079999999999999
5,короткий,длинный,0.0
6,глупый,тупой,0.8230000000000001
7,чудный,странный,0.8539999999999999
8,широкий,узкий,0.0
9,плохой,ужасный,0.8619999999999999
10,легкий,трудный,0.0
11,плохой,ужасный,0.8619999999999999
12,трудный,простой,0.0
13,безумный,сумасшедший,0.931
14,большой,огромный,0.915
15,новый,свежий,0.7769999999999999
16,острый,тупой,0.0
17,тупой,дурацкий,0.754
18,странный,необычный,0.892
19,счастливый,злой,0.0
20,узкий,широкий,0.0
21,простой,легкий,0.7
22,старый,свежий,0.0
23,недорогой,дешевый,0.946
24,ненормальный,нормальный,0.0
25,ненормальный,необычный,0.5920000000000001
26,печальный,смешной,0.0
27,прекрасный,великолепный,0.938
28,красивый,прекрасный,0.938
29,тупой,глупый,0.885
30,крупный,большой,0.946
31,милый,жестокий,0.0
32,большой,широкий,0.331
33,сильный,гордый,0.3229999999999999
34,ненужный,необходимый,0.0
35,тупой,интеллектуальный,0.0
36,плохой,великолепный,0.0
37,трудный,простой,0.0
38,необходимый,важный,0.738
39,честный,виноватый,0.0
40,легкий,трудный,0.0
41,убежденный,бесспорный,0.5920000000000001
42,неотъемлемый,необходимый,0.8150000000000001
43,необычный,обычный,0.0
44,хитрый,умный,0.338
45,решающий,важный,0.708
46,жесткий,жестокий,0.377
47,скудный,редкий,0.485
48,длинный,узкий,0.1
49,большой,тяжелый,0.292
50,грубый,равнодушный,0.285
51,плохой,виноватый,0.162
52,современный,старинный,0.0
53,новый,старый,0.0
54,скучный,смешной,0.0
55,счастливый,молодой,0.046
56,легкий,большой,0.0
57,прекрасный,ужасный,0.0
58,вежливый,приличный,0.5379999999999999
59,тупой,умный,0.0
60,заметный,очевидный,0.6769999999999999
61,официальный,приличный,0.231
62,печальный,ужасный,0.231
63,больной,сумасшедший,0.462
64,яростный,злой,0.746
65,грузить,тяжелый,0.638
66,грязный,дешевый,0.077
67,твердый,плотный,0.631
68,недавний,новый,0.6769999999999999
69,дерзкий,гордый,0.0849999999999999
70,немой,редкий,0.0
71,свежий,широкий,0.0
72,огромный,тупой,0.0
73,крупный,гибкий,0.0
74,грязный,узкий,0.0
75,жена,муж,0.0
76,книга,текст,0.5309999999999999
77,жених,невеста,0.0
78,ночь,день,0.0
79,юг,север,0.0
80,самолет,аэропорт,0.131
81,дядя,тетя,0.0
82,лошадь,кобыла,1.0
83,низ,верх,0.0
84,друг,приятель,0.931
85,учащийся,ученик,0.985
86,мир,земля,0.585
87,нога,рука,0.0
88,женщина,мужчина,0.0
89,актриса,актер,0.369
90,учитель,преподаватель,0.992
91,птица,ястреб,0.523
92,слово,словарь,0.2769999999999999
93,деньги,зарплата,0.754
94,собака,кошка,0.0
95,область,регион,0.908
96,флот,армия,0.4379999999999999
97,книга,литература,0.6
98,одежда,шкаф,0.092
99,закат,рассвет,0.0
100,ребенок,взрослый,0.0
101,корова,скот,0.8079999999999999
102,книга,история,0.1379999999999999
103,зима,лето,0.0
104,кровать,спальня,0.246
105,крыша,потолок,0.2769999999999999
106,рука,плечо,0.2
107,овца,ягненок,0.615
108,госпожа,господин,0.4379999999999999
109,священник,монах,0.738
110,палец,палец,0.992
111,река,поток,0.623
112,злость,ярость,0.885
113,дата,календарь,0.446
114,море,океан,0.5770000000000001
115,секунда,минута,0.2689999999999999
116,дерево,бревно,0.5920000000000001
117,проход,коридор,0.669
118,привычка,манера,0.8150000000000001
119,мышка,кошка,0.154
120,музыка,мелодия,0.877
121,пиво,алкоголь,0.631
122,рот,губа,0.431
123,буря,ураган,0.8539999999999999
124,налог,доход,0.223
125,пол,потолок,0.131
126,пляж,побережье,0.662
127,улица,переулок,0.5690000000000001
128,автомобиль,гудок,0.185
129,друг,гость,0.246
130,работодатель,работник,0.208
131,ядро,пушка,0.2769999999999999
132,победа,триумф,0.962
133,одежда,ткань,0.4
134,ноготь,палец,0.331
135,группа,оркестр,0.477
136,книга,библия,0.523
137,предприятие,промышленность,0.523
138,зима,сезон,0.392
139,десятилетие,век,0.208
140,шляпа,пальто,0.123
141,окно,дверь,0.015
142,дом,квартира,0.6920000000000001
143,ужин,завтрак,0.031
144,пузырь,пена,0.3229999999999999
145,хлеб,мука,0.515
146,смерть,трагедия,0.477
147,отсутствие,присутствие,0.008
148,ружье,пушка,0.338
149,мяч,корзина,0.077
150,мальчик,ребенок,0.562
151,церковь,хор,0.146
152,одежда,ящик,0.031
153,башня,колокол,0.108
154,отец,родитель,0.946
155,школа,класс,0.369
156,родитель,взрослый,0.354
157,словарь,толкование,0.5690000000000001
158,дверь,подвал,0.038
159,армия,легион,0.6849999999999999
160,стул,скамейка,0.3
161,облако,туман,0.377
162,мальчик,сын,0.362
163,вода,лед,0.2
164,постель,одеяло,0.338
165,представитель,адвокат,0.615
166,область,зона,0.8079999999999999
167,предприятие,компания,0.923
168,одежда,ткань,0.3229999999999999
169,деньги,капитал,0.8079999999999999
170,алкоголь,коктейль,0.5309999999999999
171,глаз,слеза,0.177
172,бог,дьявол,0.008
173,петля,пояс,0.0849999999999999
174,крыса,мышь,0.346
175,мотор,двигатель,0.892
176,автомобиль,такси,0.415
177,кот,лев,0.115
178,размер,величина,0.8150000000000001
179,реальность,фантазия,0.023
180,дверь,ворота,0.315
181,кость,челюсть,0.208
182,дом,ключ,0.062
183,кровь,плоть,0.123
184,дверь,коридор,0.0689999999999999
185,бог,дух,0.408
186,способность,компетенция,0.231
187,изобилие,множество,0.8690000000000001
188,диван,стул,0.123
189,стена,кирпич,0.192
190,орган,печень,0.315
191,сила,мощь,0.7769999999999999
192,фраза,слово,0.2
193,оркестр,парад,0.154
194,желудок,талия,0.0
195,туча,буря,0.238
196,радость,гордость,0.177
197,пиво,напиток,0.4
198,мужчина,дядя,0.4379999999999999
199,яблоко,сок,0.1379999999999999
200,интеллект,логика,0.431
201,общение,язык,0.385
202,берег,побережье,0.762
203,провод,шнур,0.792
204,компетенция,способность,0.254
205,вода,соль,0.0
206,ситуация,состояние,0.262
207,преступление,кража,0.5
208,стиль,мода,0.762
209,рубеж,граница,0.977
210,рука,тело,0.115
211,судно,автомобиль,0.0849999999999999
212,невеста,принцесса,0.146
213,героиня,герой,0.654
214,животное,человек,0.254
215,щека,язык,0.2689999999999999
216,диск,компьютер,0.254
217,алкоголь,висок,0.631
218,рот,зуб,0.315
219,ванная,спальня,0.108
220,работник,работодатель,0.177
221,тело,грудь,0.362
222,сын,отец,0.146
223,сердце,операция,0.1
224,женщина,секретарь,0.154
225,мужчина,отец,0.508
226,пляж,остров,0.446
227,история,тема,0.185
228,игра,веселие,0.523
229,выходной,неделя,0.292
230,чета,пара,0.8079999999999999
231,женщина,жена,0.462
232,овца,скот,0.608
233,потолок,собор,0.008
234,боб,кофе,0.2769999999999999
235,дерево,бумага,0.285
236,верх,бок,0.146
237,преступление,мошенничество,0.5690000000000001
238,боль,вред,0.215
239,вечер,сумерки,0.7230000000000001
240,отец,дочь,0.192
241,вино,спиртное,0.6459999999999999
242,корова,коза,0.215
243,реальность,иллюзия,0.015
244,пакт,соглашение,0.8539999999999999
245,богатство,бедность,0.023
246,происшествие,авария,0.492
247,битва,завоевание,0.408
248,друг,наставник,0.3
249,брат,сын,0.092
250,тетя,племянник,0.1379999999999999
251,работник,механик,0.254
252,пчела,матка,0.2769999999999999
253,автомобиль,велосипед,0.1379999999999999
254,цель,поиск,0.062
255,август,месяц,0.285
256,армия,отряд,0.377
257,облако,погода,0.246
258,река,долина,0.023
259,солнце,небо,0.1689999999999999
260,мишень,стрела,0.108
261,шоколад,пирог,0.177
262,обстоятельство,ситуация,0.5920000000000001
263,мнение,выбор,0.177
264,ритм,мелодия,0.5
265,день,рассвет,0.154
266,скот,бык,0.523
267,доктор,профессор,0.446
268,рука,вена,0.108
269,комната,ванна,0.0849999999999999
270,корпорация,предприятие,0.8310000000000001
271,развлечение,футбол,0.1689999999999999
272,яблоко,сладость,0.154
273,глава,руководитель,0.8619999999999999
274,лимон,чай,0.023
275,пчела,муравей,0.062
276,рис,боб,0.108
277,кровать,мебель,0.308
278,эмоция,страсть,0.385
279,анархия,хаос,0.754
280,преступление,нарушение,0.623
281,механизм,двигатель,0.508
282,пляж,море,0.346
283,дорожка,шар,0.0
284,банка,бутылка,0.3229999999999999
285,сила,способность,0.238
286,гитара,барабан,0.0849999999999999
287,мнение,идея,0.3
288,север,запад,0.046
289,диета,салат,0.285
290,мать,жена,0.2
291,отец,мать,0.154
292,капитан,моряк,0.392
293,метр,ярд,0.485
294,пиво,шампанское,0.162
295,мотор,лодка,0.031
296,наука,психология,0.2689999999999999
297,разрушение,построение,0.023
298,толпа,группа,0.638
299,мужчина,ребенок,0.023
300,хлеб,сыр,0.038
301,чемпион,победитель,0.938
302,праздник,церемония,0.6849999999999999
303,меню,заказ,0.331
